avg DF0,avg DDF0,avg Jitter,avg Shimmer,avg apq,avg ppq,avg logE,std DF0,std DDF0,std Jitter,std Shimmer,std apq,std ppq,std logE,skewness DF0,skewness DDF0,skewness Jitter,skewness Shimmer,skewness apq,skewness ppq,skewness logE,kurtosis DF0,kurtosis DDF0,kurtosis Jitter,kurtosis Shimmer,kurtosis apq,kurtosis ppq,kurtosis logE
-0.43677806854248047,0.5293658971786499,0.7756865996508586,2.3644785995296256,5.144732137899405,0.33196020126342773,-14.095416775077268,5.368934631347656,6.465679168701172,2.476237471934168,5.91710463175556,5.08795659823147,0.6770007014274597,2.1685285581683016,-7.443183422088623,7.0786967277526855,8.167229555350916,5.460803151536971,1.2798056880131474,5.0259623527526855,-0.5946018631865274,64.91117095947266,60.3798828125,70.81790962444582,31.751287426239003,0.749175842472988,27.814212799072266,7.062122285404804
